relative,kind,category,utage_eng_size,utage_eng_sha256,utage_jpn_size,utage_jpn_sha256,sh_eng_size,sh_eng_sha256,utage_eng_equals_jpn
cd/cd001_003.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd001_004.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd001_005.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd001_006.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd002_000.arc,payload,shared_exact,44660,685ff1785eff6f25530269b01f300c903d42050f7b8ba233c96fea156c81e693,40323,1e1998a3e23e50f31ee925eddf34e2cbdabd939a31d76bfb1a84e0b3b8ef1133,44660,685ff1785eff6f25530269b01f300c903d42050f7b8ba233c96fea156c81e693,False
cd/cd002_001.arc,payload,shared_exact,61691,55ac276d077fa05efe34638c669466212070d0d49caf5c7a77d4b994ab94da75,89065,d91fc37170480b9b501d5cab81732f7ce6ed1666de402c4fd0068f4926edac65,61691,55ac276d077fa05efe34638c669466212070d0d49caf5c7a77d4b994ab94da75,False
cd/cd002_002.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd002_003.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd002_004.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd002_005.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd002_006.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd003_000.arc,payload,shared_exact,44691,ae95469ebffdc1c7ff8e5103a99f6da1aeab336f7605a8073f471a2047ec0a63,83980,1111d9745f8724d404592ad33e103161613ca45011641672052ab17c8a6d37dc,44691,ae95469ebffdc1c7ff8e5103a99f6da1aeab336f7605a8073f471a2047ec0a63,False
cd/cd003_001.arc,payload,shared_exact,44636,6622f781cdba25f693712f6534f7b37115e4c213cc2bc7cf9096fb6fac03c082,84786,c245809ae7fa41ebb562a1d5e484cce483bde8ea2d059b9042dbb3d415ecf9b1,44636,6622f781cdba25f693712f6534f7b37115e4c213cc2bc7cf9096fb6fac03c082,False
cd/cd003_002.arc,payload,shared_exact,44679,c7a291d660e397d334a2d0d63e4ce50413dbd7ef0d3de8f44b486cb6a583617f,79015,f1fc738968959ee6c8cb5de4b714e057d22d05589a871844c58cbeaf3406a6d0,44679,c7a291d660e397d334a2d0d63e4ce50413dbd7ef0d3de8f44b486cb6a583617f,False
cd/cd003_003.arc,payload,shared_exact,62257,b260d4681a8cf5a6fd7ccace53b2abef19c0b07ed4dbcaf87e2647597211655e,90154,c7a8514c87c369206b5eb4fc82448f8bcf400a6dd956dfdc9121f118b3df2c09,62257,b260d4681a8cf5a6fd7ccace53b2abef19c0b07ed4dbcaf87e2647597211655e,False
cd/cd003_004.arc,payload,shared_exact,44675,bf597520346bde349e5e45a52917c75ef2d0cf0a14e52e5e75b115191600ac96,89917,a50b4e818e58b4222e3abeb044488eb8322584b71c92f237b987edaf2ca97f9d,44675,bf597520346bde349e5e45a52917c75ef2d0cf0a14e52e5e75b115191600ac96,False
cd/cd003_005.arc,payload,shared_exact,61713,419eb2140122b0e0f60d7a68c7e2ab1ec59071d7aa1c6142fab1f99e7b0a8422,98270,5ea0e1ffd4ee0cfd8b0d916ee8c9a59464c0491637bb0ac3adbd88fb60620ec0,61713,419eb2140122b0e0f60d7a68c7e2ab1ec59071d7aa1c6142fab1f99e7b0a8422,False
cd/cd003_006.arc,payload,shared_exact,68283,6e5c8fbc9459066b1ca6e28a284e9e679356a8d0c213a245a746235a1a091921,85192,19721b5a87b8f811249f46cfac43315147d9bd9d182032f542027a01aab71bfc,68283,6e5c8fbc9459066b1ca6e28a284e9e679356a8d0c213a245a746235a1a091921,False
cd/cd004_000.arc,payload,shared_exact,44706,0dc41871abb7c0b0f97558ccfadaf60aaf1d2e57506d09a818507c49b8b8e7aa,84073,6c2df176c5d032125be529bfa02be1df33609c6a58289b3a72799456fc230999,44706,0dc41871abb7c0b0f97558ccfadaf60aaf1d2e57506d09a818507c49b8b8e7aa,False
cd/cd004_001.arc,payload,shared_exact,44679,94ca605f2304d6bc02a0b4e25a10afe5f9f91f66b7d62cd2227153ca85809604,74552,82b477d71414ea631518a7de541149eb3ccef64672d8c5f457e69cee400ad540,44679,94ca605f2304d6bc02a0b4e25a10afe5f9f91f66b7d62cd2227153ca85809604,False
cd/cd004_002.arc,payload,shared_exact,62168,e37c473969bf772393dae254bdfeeb5f09014103608a7ed5f4562d96b461d9d0,84976,c2a6dcf5b8de06834e0084fd57adddeb3d4d080dfdbad8a9994a33df1c648a49,62168,e37c473969bf772393dae254bdfeeb5f09014103608a7ed5f4562d96b461d9d0,False
cd/cd004_003.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd004_004.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd004_005.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd004_006.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd005_000.arc,payload,shared_exact,44628,a35e365c4fb55f6fe969899f17edf95a57c12eac91bf883de80514204e683ab2,71107,9d86ff42167aae779286fe8994ddde7e9d4643482991447a381efdcf6300351e,44628,a35e365c4fb55f6fe969899f17edf95a57c12eac91bf883de80514204e683ab2,False
cd/cd005_001.arc,payload,shared_exact,44638,5ac614805a5ede6856ed2457d9f23ef05a3193d5f515b21a054877d21f4afc42,84690,47283c7d67fc6ade94cc445f5a62148945dfac16ccaed76d9115014d55604269,44638,5ac614805a5ede6856ed2457d9f23ef05a3193d5f515b21a054877d21f4afc42,False
cd/cd005_002.arc,payload,shared_exact,61679,e36adfc85518dfd76e112640ae1774bf94492f7fc5bf712e3991f915055cc8a5,83953,5c3953fac09179581c08acad84588e78dfca834ff83a9968cc8416e20cba48f0,61679,e36adfc85518dfd76e112640ae1774bf94492f7fc5bf712e3991f915055cc8a5,False
cd/cd005_003.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd005_004.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd005_005.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd005_006.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd006_000.arc,payload,shared_exact,44647,7aa257bba53d7a6f9f5fca5c6763f37fea0d109c44e6bb48a73e5b43cb43e329,86865,06c034da73430eae2f98f54cd9a5fcba271b8fb02a83f966749a9c755ada2d5e,44647,7aa257bba53d7a6f9f5fca5c6763f37fea0d109c44e6bb48a73e5b43cb43e329,False
cd/cd006_001.arc,payload,shared_exact,44653,81217c2681af0aff8a758b9ba8ca46c5e08bbad1ae64114c1cf2a5fd3a2f99c3,92598,bcd2cc4eb197d2743e69f4e6e8f667a8e56c1ddcbf7b49dcb455f8c3b23dc294,44653,81217c2681af0aff8a758b9ba8ca46c5e08bbad1ae64114c1cf2a5fd3a2f99c3,False
cd/cd006_002.arc,payload,shared_exact,44657,7855f223aefd2cb3d5cd3a12336e9d8d15619cd3f2b8576d3f13d32d923b2fc9,82706,5ed7b948fe75878cfa149ce16ea8901745f67e7d7bd8d75640f21e4b59a2b186,44657,7855f223aefd2cb3d5cd3a12336e9d8d15619cd3f2b8576d3f13d32d923b2fc9,False
cd/cd006_003.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd006_004.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd006_005.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd006_006.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd007_000.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd007_001.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd007_002.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd007_003.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd007_004.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd007_005.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd007_006.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd008_000.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd008_001.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd008_002.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd008_003.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd008_004.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd008_005.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd008_006.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd009_000.arc,payload,shared_exact,44665,d70cf11c630f38ced342b2c974ef702ac096331fc3e5864dd76ddd92d7c15c06,80526,85f9607186c555ffb2b438f11278ecb23cf5c1033ac74204f6c5ea3308939b96,44665,d70cf11c630f38ced342b2c974ef702ac096331fc3e5864dd76ddd92d7c15c06,False
cd/cd009_001.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd009_002.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd009_003.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd009_004.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd009_005.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd009_006.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd010_000.arc,payload,shared_exact,44651,6615f15c52824cb2a7216d8ab3af9e0d2511685410a9bf3700fdc31b64c40688,83173,2f1e231f54f21ebd71c5ddaf0c94f0708b9cf31d53578ac2f8d94b7082c790ea,44651,6615f15c52824cb2a7216d8ab3af9e0d2511685410a9bf3700fdc31b64c40688,False
cd/cd010_001.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd010_002.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd010_003.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd010_004.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd010_005.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd010_006.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd011_000.arc,payload,shared_exact,44637,2f0abc0957be003e1ac6b016e971f6ee40311b1b5722b8d4ad9edd8c883eda44,85721,dc0f6718c5429bed0454b1e274e125e94589a7fedc9b27087833283b543cb35c,44637,2f0abc0957be003e1ac6b016e971f6ee40311b1b5722b8d4ad9edd8c883eda44,False
cd/cd011_001.arc,payload,shared_exact,44662,fc95948310101277ec01d410bc478445d09c5b69ceea030fa0488164a8b975b6,86009,819e882d81e78352ce56e66a6560fb8dd723a129faf2bcccde75111748e9758a,44662,fc95948310101277ec01d410bc478445d09c5b69ceea030fa0488164a8b975b6,False
cd/cd011_002.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd011_003.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd011_004.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd011_005.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd011_006.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd012_000.arc,payload,shared_exact,58109,4e3589122a49258e8acff00faa7422b13b4e9ddca43de4a92c2838fcd3397eed,74356,16dc6f9c2e396332a6ceefc79dcb9c5f3086bfb9dbf8eb0eab0f71741e9dbdbd,58109,4e3589122a49258e8acff00faa7422b13b4e9ddca43de4a92c2838fcd3397eed,False
cd/cd012_001.arc,payload,shared_exact,58109,4284ec180e24bea0794f7cfdda60a916653b6fc7f388ac9c0c8f8a68ccc925b9,74356,d7d77b70d61c34648fee0072508e9e782022420028924c00b6c0dea9e774d8ec,58109,4284ec180e24bea0794f7cfdda60a916653b6fc7f388ac9c0c8f8a68ccc925b9,False
cd/cd012_002.arc,payload,shared_exact,58109,d054a12254cfa42478987d240daeeb80f081840a01f3724776dc2d6a4b0d0c10,74356,c6588f0d6e0ed395a317bb3f548f9ac0a0f9b35d1144024f6a432e22442b9fd4,58109,d054a12254cfa42478987d240daeeb80f081840a01f3724776dc2d6a4b0d0c10,False
cd/cd012_003.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd012_004.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
cd/cd012_005.arc,alias,shared_exact,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,8,79695e498f789131323af85c74d9e96a5e22433cebc75563fcafb767e6d2d8cc,True
