archive,utage_index,utage_name,texture_key,category,utage_sha256,jpn_sha256,sh_sha256,utage_equals_jpn,utage_equals_sh,sh_equals_jpn,sh_index,sh_name,geometry_match,utage_width,utage_height,utage_format,sh_width,sh_height,sh_format
cockpit1P.arc,24,id\texture\jpn\cockpit\cockpit_011_ID_HQ,cockpit_011_id_hq,already_official_sh_exact,c2fc84c79738619670862ee0f607387c2b0322783baf5ef868ba8f2d5c881391,c2fc84c79738619670862ee0f607387c2b0322783baf5ef868ba8f2d5c881391,c2fc84c79738619670862ee0f607387c2b0322783baf5ef868ba8f2d5c881391,True,True,True,21,id\texture\jpn\cockpit\cockpit_011_ID_HQ,True,256,256,DXT5,256,256,DXT5
cockpit1P.arc,25,id\texture\jpn\cockpit\cockpit_024_ID_HQ,cockpit_024_id_hq,already_official_sh_exact,cef2cc0d770bf46b31a3a2835db9b9b5d2d7447c587e27f8bb95036cd39cebbc,cef2cc0d770bf46b31a3a2835db9b9b5d2d7447c587e27f8bb95036cd39cebbc,cef2cc0d770bf46b31a3a2835db9b9b5d2d7447c587e27f8bb95036cd39cebbc,True,True,True,22,id\texture\jpn\cockpit\cockpit_024_ID_HQ,True,256,128,DXT5,256,128,DXT5
cockpit1P.arc,26,id\texture\jpn\cockpit\cockpit_001_ID_HQ,cockpit_001_id_hq,already_official_sh_exact,7c497f604fc21fb19cbd6af2e9cb528377b25dcf7a4579252aa3c6507b8bec00,7c497f604fc21fb19cbd6af2e9cb528377b25dcf7a4579252aa3c6507b8bec00,7c497f604fc21fb19cbd6af2e9cb528377b25dcf7a4579252aa3c6507b8bec00,True,True,True,23,id\texture\jpn\cockpit\cockpit_001_ID_HQ,True,128,64,DXT5,128,64,DXT5
cockpit1P.arc,27,id\texture\jpn\cockpit\cockpit_021_ID_HQ,cockpit_021_id_hq,utage_only_no_sh_texture,47c48089c00d330958c1ac51f668063c9f08c7b4b02a4c761f258da9ab47958b,47c48089c00d330958c1ac51f668063c9f08c7b4b02a4c761f258da9ab47958b,,True,False,False,,,False,512,256,DXT5,,,
cockpit1P.arc,30,id\texture\jpn\cockpit\cockpit_009_ID_HQ,cockpit_009_id_hq,already_official_sh_exact,8c9e863c39b1e3243aee5f279ef73b63c256a0e4cd212e6b72a924ad8131d505,8c9e863c39b1e3243aee5f279ef73b63c256a0e4cd212e6b72a924ad8131d505,8c9e863c39b1e3243aee5f279ef73b63c256a0e4cd212e6b72a924ad8131d505,True,True,True,26,id\texture\jpn\cockpit\cockpit_009_ID_HQ,True,256,128,DXT5,256,128,DXT5
cockpit1P.arc,34,id\texture\jpn\roulette\roulette_001_ID_HQ,roulette_001_id_hq,utage_only_no_sh_texture,03f5126499f66f290d85520c6d009c6bbc9845f2c9af552195efd4a4f405b3c0,03f5126499f66f290d85520c6d009c6bbc9845f2c9af552195efd4a4f405b3c0,,True,False,False,,,False,256,128,DXT5,,,
cockpit1P.arc,35,id\texture\jpn\roulette\roulette_000_ID_HQ,roulette_000_id_hq,utage_only_no_sh_texture,995c22cd90e7ff3c10d02f2e1226a86828bb993609dc4026043d8dd78d0bfa97,995c22cd90e7ff3c10d02f2e1226a86828bb993609dc4026043d8dd78d0bfa97,,True,False,False,,,False,512,256,DXT5,,,
cockpit1P.arc,38,id\texture\jpn\cockpit\cockpit_026_ID_HQ,cockpit_026_id_hq,utage_only_no_sh_texture,b78df3541d43d133e761e218d0057d24782938f2fc0a61c35c7263fa6670a11b,b78df3541d43d133e761e218d0057d24782938f2fc0a61c35c7263fa6670a11b,,True,False,False,,,False,128,64,DXT5,,,
cockpit2P.arc,0,id\texture\jpn\cockpit\cockpit_016_ID_HQ,cockpit_016_id_hq,untranslated_sh_donor_differs,cd04719f2fdf8290d3400343a96b7fd14bbab88b88c57d13acf01a36c334dc1f,cd04719f2fdf8290d3400343a96b7fd14bbab88b88c57d13acf01a36c334dc1f,646a92277c9b6e900f73d4789597a15035dc230370ae576e3d5874442911d187,True,False,False,1,id\texture\jpn\cockpit\cockpit_016_ID_HQ,True,256,256,DXT5,256,256,DXT5
cockpit2P.arc,1,id\texture\jpn\cockpit\cockpit_007_ID_HQ,cockpit_007_id_hq,already_official_sh_exact,0654c7822ad82e5a69a98619defd1c13b7de223a2c27eb4d5266a7d5aadb151b,0654c7822ad82e5a69a98619defd1c13b7de223a2c27eb4d5266a7d5aadb151b,0654c7822ad82e5a69a98619defd1c13b7de223a2c27eb4d5266a7d5aadb151b,True,True,True,2,id\texture\jpn\cockpit\cockpit_007_ID_HQ,True,256,256,DXT5,256,256,DXT5
cockpit2P.arc,2,id\texture\jpn\cp_kessen\cp_kessen_004_ID_HQ,cp_kessen_004_id_hq,utage_only_no_sh_texture,8b57ee10f330d8ca2c5f1745902a7c1458d8dc131decbd9e86beb2f8568c020b,8b57ee10f330d8ca2c5f1745902a7c1458d8dc131decbd9e86beb2f8568c020b,,True,False,False,,,False,256,256,DXT5,,,
cockpit2P.arc,3,id\texture\jpn\cockpit\cockpit_020_ID_HQ,cockpit_020_id_hq,already_official_sh_exact,90c56aa013475e52079e77f3d579c60b9090bde10a8c17a8a7f98b49023b38db,90c56aa013475e52079e77f3d579c60b9090bde10a8c17a8a7f98b49023b38db,90c56aa013475e52079e77f3d579c60b9090bde10a8c17a8a7f98b49023b38db,True,True,True,4,id\texture\eng\cockpit\cockpit_020_ID_HQ,True,256,128,DXT5,256,128,DXT5
cockpit2P.arc,4,id\texture\jpn\cockpit\cockpit_025_ID_HQ,cockpit_025_id_hq,already_official_sh_exact,19b94340c854420377beeac8070bb83a2ced4e5ea4fe5639acf8e965e861584a,19b94340c854420377beeac8070bb83a2ced4e5ea4fe5639acf8e965e861584a,19b94340c854420377beeac8070bb83a2ced4e5ea4fe5639acf8e965e861584a,True,True,True,5,id\texture\eng\cockpit\cockpit_025_ID_HQ,True,512,1024,DXT5,512,1024,DXT5
cockpit2P.arc,5,id\texture\jpn\cockpit\cockpit_022_ID_HQ,cockpit_022_id_hq,already_official_sh_exact,c6dcb9b202ddd2a5b74a32978ea92292a2951d33c8dae40623f0eeb8b55a5be3,c6dcb9b202ddd2a5b74a32978ea92292a2951d33c8dae40623f0eeb8b55a5be3,c6dcb9b202ddd2a5b74a32978ea92292a2951d33c8dae40623f0eeb8b55a5be3,True,True,True,6,id\texture\eng\cockpit\cockpit_022_ID_HQ,True,256,128,DXT5,256,128,DXT5
cockpit2P.arc,6,id\texture\jpn\cockpit\cockpit_005_ID_HQ,cockpit_005_id_hq,untranslated_sh_donor_differs,7c2c7f681327c1a90619c15da03911c3f48e1fc04dabdedd1e362edb9b225da8,7c2c7f681327c1a90619c15da03911c3f48e1fc04dabdedd1e362edb9b225da8,b78df3541d43d133e761e218d0057d24782938f2fc0a61c35c7263fa6670a11b,True,False,False,7,id\texture\eng\cockpit\cockpit_005_ID_HQ,False,128,128,DXT5,128,64,DXT5
cockpit2P.arc,7,id\texture\jpn\cockpit\cockpit_004_ID_HQ,cockpit_004_id_hq,already_official_sh_exact,359dea8d9ed1f38c76d817bac2db820460645e6c26464aaa75475c0e37e5f1bb,359dea8d9ed1f38c76d817bac2db820460645e6c26464aaa75475c0e37e5f1bb,359dea8d9ed1f38c76d817bac2db820460645e6c26464aaa75475c0e37e5f1bb,True,True,True,8,id\texture\jpn\cockpit\cockpit_004_ID_HQ,True,256,128,DXT5,256,128,DXT5
cockpit2P.arc,8,id\dummy_BM,dummy_bm,already_official_sh_exact,9d7cb667dd3388c63626dd8ff8049d76af00e423f462e787a3bf1f69585cb91d,9d7cb667dd3388c63626dd8ff8049d76af00e423f462e787a3bf1f69585cb91d,9d7cb667dd3388c63626dd8ff8049d76af00e423f462e787a3bf1f69585cb91d,True,True,True,0,id\dummy_BM,True,32,32,DXT5,32,32,DXT5
cockpit2P.arc,9,id\texture\jpn\cockpit\cockpit_015_ID_HQ,cockpit_015_id_hq,already_official_sh_exact,75089323b0f6e764bd5f81a558f6784c0dc9c509ef47323098a8193c0ecab358,75089323b0f6e764bd5f81a558f6784c0dc9c509ef47323098a8193c0ecab358,75089323b0f6e764bd5f81a558f6784c0dc9c509ef47323098a8193c0ecab358,True,True,True,3,id\texture\jpn\cockpit\cockpit_015_ID_HQ,True,256,256,DXT5,256,256,DXT5
cockpit2P.arc,10,id\texture\jpn\cockpit\cockpit_002_ID_HQ,cockpit_002_id_hq,utage_only_no_sh_texture,6231713eef4657731615ce187696ee71392b9138c5998da31816448739d541fa,6231713eef4657731615ce187696ee71392b9138c5998da31816448739d541fa,,True,False,False,,,False,128,128,DXT5,,,
cockpit2P.arc,11,id\texture\jpn\cockpit\cockpit_008_ID_HQ,cockpit_008_id_hq,already_official_sh_exact,d4e81595cc300bbf36325b3996d921a779b31efac10442521a1a27ea7e4fd83c,d4e81595cc300bbf36325b3996d921a779b31efac10442521a1a27ea7e4fd83c,d4e81595cc300bbf36325b3996d921a779b31efac10442521a1a27ea7e4fd83c,True,True,True,9,id\texture\eng\cockpit\cockpit_008_ID_HQ,True,256,128,DXT5,256,128,DXT5
cockpit2P.arc,12,id\texture\jpn\cockpit\cockpit_017_ID_HQ,cockpit_017_id_hq,already_official_sh_exact,11e003c86c13a8ed87c2b3fcb49d6cf039000de7673dd2612dd4a434c198cee4,11e003c86c13a8ed87c2b3fcb49d6cf039000de7673dd2612dd4a434c198cee4,11e003c86c13a8ed87c2b3fcb49d6cf039000de7673dd2612dd4a434c198cee4,True,True,True,10,id\texture\eng\cockpit\cockpit_017_ID_HQ,True,512,256,DXT5,512,256,DXT5
cockpit2P.arc,13,id\texture\jpn\cockpit\cockpit_013_ID_HQ,cockpit_013_id_hq,already_official_sh_exact,99cba35fc67d7de6135c9b014400c47321e9661179e597f0b77fe912d27e3538,99cba35fc67d7de6135c9b014400c47321e9661179e597f0b77fe912d27e3538,99cba35fc67d7de6135c9b014400c47321e9661179e597f0b77fe912d27e3538,True,True,True,11,id\texture\jpn\cockpit\cockpit_013_ID_HQ,True,256,128,DXT5,256,128,DXT5
cockpit2P.arc,14,id\texture\jpn\cockpit\cockpit_019_ID_HQ,cockpit_019_id_hq,already_official_sh_exact,b4eaccf4d91f85fad6beb9fda75aa48aeb10d059d201e0ebdd161b90fb7fb90b,b4eaccf4d91f85fad6beb9fda75aa48aeb10d059d201e0ebdd161b90fb7fb90b,b4eaccf4d91f85fad6beb9fda75aa48aeb10d059d201e0ebdd161b90fb7fb90b,True,True,True,12,id\texture\eng\cockpit\cockpit_019_ID_HQ,True,512,256,DXT5,512,256,DXT5
cockpit2P.arc,15,id\texture\jpn\cockpit\cockpit_003_ID_HQ,cockpit_003_id_hq,already_official_sh_exact,ae3241e54d4bbf778319826485b95b0ed11e6220adfd315bb5e2817b21eaf168,ae3241e54d4bbf778319826485b95b0ed11e6220adfd315bb5e2817b21eaf168,ae3241e54d4bbf778319826485b95b0ed11e6220adfd315bb5e2817b21eaf168,True,True,True,13,id\texture\jpn\cockpit\cockpit_003_ID_HQ,True,256,128,DXT5,256,128,DXT5
cockpit2P.arc,16,id\texture\jpn\cockpit\cockpit_014_ID_HQ,cockpit_014_id_hq,already_official_sh_exact,72388bab4c98279ed67284753fba0751c628b4feb4d66b03a862c146c3520703,72388bab4c98279ed67284753fba0751c628b4feb4d66b03a862c146c3520703,72388bab4c98279ed67284753fba0751c628b4feb4d66b03a862c146c3520703,True,True,True,14,id\texture\eng\cockpit\cockpit_014_ID_HQ,True,256,128,DXT5,256,128,DXT5
cockpit2P.arc,17,id\texture\jpn\common\common_010_ID_HQ,common_010_id_hq,utage_only_no_sh_texture,bbf1b3c2d3c3f125caecd601666c671bcba6a01fbf319a8adb49985424223602,bbf1b3c2d3c3f125caecd601666c671bcba6a01fbf319a8adb49985424223602,,True,False,False,,,False,256,128,DXT5,,,
cockpit2P.arc,18,id\texture\jpn\cockpit\cockpit_006_ID_HQ,cockpit_006_id_hq,utage_only_no_sh_texture,a338ea06178f304a194f4992411ebfc1bdb5c877f310af292fc246aa66e070b2,a338ea06178f304a194f4992411ebfc1bdb5c877f310af292fc246aa66e070b2,,True,False,False,,,False,256,128,DXT5,,,
cockpit2P.arc,20,id\texture\jpn\cockpit\cockpit_010_ID_HQ,cockpit_010_id_hq,already_official_sh_exact,ee598837d65e6a581c895a97205fff150f27905b4bccae8d3564bd4fe2914f03,ee598837d65e6a581c895a97205fff150f27905b4bccae8d3564bd4fe2914f03,ee598837d65e6a581c895a97205fff150f27905b4bccae8d3564bd4fe2914f03,True,True,True,16,id\texture\jpn\cockpit\cockpit_010_ID_HQ,True,256,128,DXT5,256,128,DXT5
cockpit2P.arc,22,id\texture\jpn\common\common_001_ID_HQ,common_001_id_hq,already_official_sh_exact,b5a4d74ce6d48070b1ff0fbc744e4b8f6b30dd925b1cfda215f3156402267c79,b5a4d74ce6d48070b1ff0fbc744e4b8f6b30dd925b1cfda215f3156402267c79,b5a4d74ce6d48070b1ff0fbc744e4b8f6b30dd925b1cfda215f3156402267c79,True,True,True,18,id\texture\eng\common\common_001_ID_HQ,True,512,256,DXT5,512,256,DXT5
cockpit2P.arc,23,id\texture\jpn\cockpit\cockpit_018_ID_HQ,cockpit_018_id_hq,already_official_sh_exact,1bb73d0309599c9bf48225b37232b01fc6a0e6f558fdd50dce74952bc2ee7206,1bb73d0309599c9bf48225b37232b01fc6a0e6f558fdd50dce74952bc2ee7206,1bb73d0309599c9bf48225b37232b01fc6a0e6f558fdd50dce74952bc2ee7206,True,True,True,19,id\texture\eng\cockpit\cockpit_018_ID_HQ,True,512,256,DXT5,512,256,DXT5
cockpit2P.arc,24,id\texture\jpn\cockpit\cockpit_023_ID_HQ,cockpit_023_id_hq,already_official_sh_exact,e34eef74f54489ac9059933b8fef458507b4afe367b0a22b1c379b15d07761f5,e34eef74f54489ac9059933b8fef458507b4afe367b0a22b1c379b15d07761f5,e34eef74f54489ac9059933b8fef458507b4afe367b0a22b1c379b15d07761f5,True,True,True,20,id\texture\eng\cockpit\cockpit_023_ID_HQ,True,512,256,DXT5,512,256,DXT5
cockpit2P.arc,25,id\texture\jpn\cockpit\cockpit_011_ID_HQ,cockpit_011_id_hq,already_official_sh_exact,c2fc84c79738619670862ee0f607387c2b0322783baf5ef868ba8f2d5c881391,c2fc84c79738619670862ee0f607387c2b0322783baf5ef868ba8f2d5c881391,c2fc84c79738619670862ee0f607387c2b0322783baf5ef868ba8f2d5c881391,True,True,True,21,id\texture\jpn\cockpit\cockpit_011_ID_HQ,True,256,256,DXT5,256,256,DXT5
cockpit2P.arc,26,id\texture\jpn\cockpit\cockpit_024_ID_HQ,cockpit_024_id_hq,already_official_sh_exact,cef2cc0d770bf46b31a3a2835db9b9b5d2d7447c587e27f8bb95036cd39cebbc,cef2cc0d770bf46b31a3a2835db9b9b5d2d7447c587e27f8bb95036cd39cebbc,cef2cc0d770bf46b31a3a2835db9b9b5d2d7447c587e27f8bb95036cd39cebbc,True,True,True,22,id\texture\jpn\cockpit\cockpit_024_ID_HQ,True,256,128,DXT5,256,128,DXT5
cockpit2P.arc,27,id\texture\jpn\cockpit\cockpit_001_ID_HQ,cockpit_001_id_hq,already_official_sh_exact,7c497f604fc21fb19cbd6af2e9cb528377b25dcf7a4579252aa3c6507b8bec00,7c497f604fc21fb19cbd6af2e9cb528377b25dcf7a4579252aa3c6507b8bec00,7c497f604fc21fb19cbd6af2e9cb528377b25dcf7a4579252aa3c6507b8bec00,True,True,True,23,id\texture\jpn\cockpit\cockpit_001_ID_HQ,True,128,64,DXT5,128,64,DXT5
cockpit2P.arc,28,id\texture\jpn\cockpit\cockpit_021_ID_HQ,cockpit_021_id_hq,utage_only_no_sh_texture,47c48089c00d330958c1ac51f668063c9f08c7b4b02a4c761f258da9ab47958b,47c48089c00d330958c1ac51f668063c9f08c7b4b02a4c761f258da9ab47958b,,True,False,False,,,False,512,256,DXT5,,,
cockpit2P.arc,31,id\texture\jpn\cockpit\cockpit_009_ID_HQ,cockpit_009_id_hq,already_official_sh_exact,8c9e863c39b1e3243aee5f279ef73b63c256a0e4cd212e6b72a924ad8131d505,8c9e863c39b1e3243aee5f279ef73b63c256a0e4cd212e6b72a924ad8131d505,8c9e863c39b1e3243aee5f279ef73b63c256a0e4cd212e6b72a924ad8131d505,True,True,True,26,id\texture\jpn\cockpit\cockpit_009_ID_HQ,True,256,128,DXT5,256,128,DXT5
cockpit2P.arc,35,id\texture\jpn\roulette\roulette_001_ID_HQ,roulette_001_id_hq,utage_only_no_sh_texture,03f5126499f66f290d85520c6d009c6bbc9845f2c9af552195efd4a4f405b3c0,03f5126499f66f290d85520c6d009c6bbc9845f2c9af552195efd4a4f405b3c0,,True,False,False,,,False,256,128,DXT5,,,
cockpit2P.arc,36,id\texture\jpn\roulette\roulette_000_ID_HQ,roulette_000_id_hq,utage_only_no_sh_texture,995c22cd90e7ff3c10d02f2e1226a86828bb993609dc4026043d8dd78d0bfa97,995c22cd90e7ff3c10d02f2e1226a86828bb993609dc4026043d8dd78d0bfa97,,True,False,False,,,False,512,256,DXT5,,,
cockpit2P.arc,39,id\texture\jpn\cockpit\cockpit_026_ID_HQ,cockpit_026_id_hq,utage_only_no_sh_texture,b78df3541d43d133e761e218d0057d24782938f2fc0a61c35c7263fa6670a11b,b78df3541d43d133e761e218d0057d24782938f2fc0a61c35c7263fa6670a11b,,True,False,False,,,False,128,64,DXT5,,,
